Index,MeanCosineSimilarity
0,0.5871648788452148
1,0.5871648788452148
2,0.5871648788452148
3,0.5871648788452148
4,0.5871648788452148
5,0.5871648788452148
6,0.5871648788452148
7,0.5871648788452148
8,0.5871648788452148
9,0.5871648788452148
10,0.5871648788452148
11,0.5871648788452148
12,0.5871648788452148
13,0.5871648788452148
14,0.5871648788452148
15,0.5871648788452148
16,0.5871648788452148
17,0.5871648788452148
18,0.5871648788452148
19,0.5871648788452148
20,0.5871648788452148
21,0.5871648788452148
22,0.5871648788452148
23,0.5871648788452148
24,0.5871648788452148
25,0.5871648788452148
26,0.5871648788452148
27,0.5871648788452148
28,0.5871648788452148
29,0.5871648788452148
30,0.5871648788452148
31,0.5871648788452148
32,0.5871648788452148
33,0.5871648788452148
34,0.5871648788452148
35,0.5871648788452148
36,0.5871648788452148
37,0.5871648788452148
38,0.5871648788452148
39,0.5871648788452148
40,0.5871648788452148
41,0.5871648788452148
42,0.5871648788452148
43,0.5871648788452148
44,0.5871648788452148
45,0.5871648788452148
46,0.5871648788452148
47,0.5871648788452148
48,0.5871648788452148
49,0.5871648788452148
50,0.5871648788452148
51,0.5871648788452148
52,0.5871648788452148
53,0.5871648788452148
54,0.5871648788452148
55,0.5871648788452148
56,0.5871648788452148
57,0.5871648788452148
58,0.5871648788452148
59,0.5871648788452148
60,0.5871648788452148
61,0.5871648788452148
62,0.5871648788452148
63,0.5871648788452148
64,0.5871648788452148
65,0.5871648788452148
66,0.5871648788452148
67,0.5871648788452148
68,0.5871648788452148
69,0.5871648788452148
70,0.5871648788452148
71,0.5871648788452148
72,0.5871648788452148
73,0.5871648788452148
74,0.5871648788452148
75,0.5871648788452148
76,0.5871648788452148
77,0.5871648788452148
78,0.5871648788452148
79,0.5871648788452148
80,0.5871648788452148
81,0.5871648788452148
82,0.5871648788452148
83,0.5871648788452148
84,0.5871648788452148
85,0.5871648788452148
86,0.5871648788452148
87,0.5871648788452148
88,0.5871648788452148
89,0.5871648788452148
90,0.5871648788452148
91,0.5871648788452148
92,0.5871648788452148
93,0.5871648788452148
94,0.5871648788452148
95,0.5871648788452148
96,0.5871648788452148
97,0.5871648788452148
98,0.5871648788452148
99,0.5871648788452148
100,0.5871648788452148
101,0.5871648788452148
102,0.5871648788452148
103,0.5871648788452148
104,0.5871648788452148
105,0.5871648788452148
106,0.5871648788452148
107,0.5871648788452148
108,0.5871648788452148
109,0.5871648788452148
110,0.5871648788452148
111,0.5871648788452148
112,0.5871648788452148
113,0.5871648788452148
114,0.5871648788452148
115,0.5871648788452148
116,0.5871648788452148
117,0.5871648788452148
118,0.5871648788452148
119,0.5871648788452148
120,0.5871648788452148
121,0.5871648788452148
122,0.5871648788452148
123,0.5871648788452148
124,0.5871648788452148
125,0.5871648788452148
126,0.5871648788452148
127,0.5871648788452148
128,0.5871648788452148
129,0.5871648788452148
130,0.5871648788452148
131,0.5871648788452148
132,0.5871648788452148
133,0.5871648788452148
134,0.5871648788452148
135,0.5871648788452148
136,0.5871648788452148
137,0.5871648788452148
138,0.5871648788452148
139,0.5871648788452148
140,0.5871648788452148
141,0.5871648788452148
142,0.5871648788452148
143,0.5871648788452148
144,0.5871648788452148
145,0.5871648788452148
146,0.5871648788452148
147,0.5871648788452148
148,0.5871648788452148
149,0.5871648788452148
150,0.5871648788452148
151,0.5871648788452148
152,0.5871648788452148
153,0.5871648788452148
154,0.5871648788452148
155,0.5871648788452148
156,0.5871648788452148
157,0.5871648788452148
158,0.5871648788452148
159,0.5871648788452148
160,0.5871648788452148
161,0.5871648788452148
162,0.5871648788452148
163,0.5871648788452148
164,0.5871648788452148
165,0.5871648788452148
166,0.5871648788452148
167,0.5871648788452148
168,0.5871648788452148
169,0.5871648788452148
170,0.5871648788452148
171,0.5871648788452148
172,0.5871648788452148
173,0.5871648788452148
174,0.5871648788452148
175,0.5871648788452148
176,0.5871648788452148
177,0.5871648788452148
178,0.5871648788452148
179,0.5871648788452148
180,0.5871648788452148
181,0.5871648788452148
182,0.5871648788452148
183,0.5871648788452148
184,0.5871648788452148
185,0.5871648788452148
186,0.5871648788452148
187,0.5871648788452148
188,0.5871648788452148
189,0.5871648788452148
190,0.5871648788452148
